union_code,union_name,upazila_name,district_name,division_name,population,population_underserved,cells_no_road_connection,pct_underserved
uni_554961546,Narayanpur,Nageshwari,Kurigram,Rangpur,38508.91116,35460.00804,61,92.1
uni_554961142,Ballabherkhas,Nageshwari,Kurigram,Rangpur,28856.46693,26562.45096,39,92.1
uni_554961444,Kachakata,Nageshwari,Kurigram,Rangpur,25932.60562,21596.38356,27,83.3
uni_554961462,Kedar,Nageshwari,Kurigram,Rangpur,30265.13686,21050.70659,24,69.6
uni_554961453,Kaliganj,Nageshwari,Kurigram,Rangpur,20879.68723,7142.88659,11,34.2
uni_554961151,Bamandanga,Nageshwari,Kurigram,Rangpur,24902.92949,7939.74202,11,31.9
uni_408786997,Satkhira Range,Shyamnagar,Satkhira,Khulna,124318.4323895,23759.3010495,317,19.1
uni_507037109,Alinagar,Gomastapur,Chapainababganj,Rajshahi,13494.542870000001,2333.57758,3,17.3
uni_554906143,Baladia,Bhurungamari,Kurigram,Rangpur,28532.463,3226.24115,4,11.3
uni_603611227,Daulatpur,Baniachong,Habiganj,Sylhet,19113.2126,2014.03411,0,10.5
uni_507018142,Bholahat,Bholahat,Chapainababganj,Rajshahi,26614.72767,2190.4656,1,8.2
uni_107857177,Char Bishwas,Galachipa,Patuakhali,Barishal,19460.9132836,1425.64552,0,7.3
uni_554961564,Nunkhawa,Nageshwari,Kurigram,Rangpur,21605.701245,1507.89485,4,7.0
uni_559408611,Paria,Baliadangi,Thakurgaon,Rangpur,28018.8582,1833.81091,0,6.5
uni_208421161,Bhushanchhara,Barkal,Rangamati,Chattogram,15932.558022,989.71054,0,6.2
uni_554961160,Berubari,Nageshwari,Kurigram,Rangpur,18068.84342,1037.25617,2,5.7
uni_458990710,Singabaruna,Sreebardi,Sherpur,Mymensingh,27142.20935,1350.0158299999998,0,5.0
uni_308276152,Barat,Rajbari Sadar,Rajbari,Dhaka,19669.88859,986.33812,0,5.0
uni_453907211,Dhanua,Bakshiganj,Jamalpur,Mymensingh,22784.2569,985.66431,0,4.3
uni_107897194,Chhota Baishdia,Rangabali,Patuakhali,Barishal,17630.3557355,559.09942,0,3.2
uni_507037143,Bangabari,Gomastapur,Chapainababganj,Rajshahi,25727.2645,816.91907,1,3.2
uni_308229218,Debagram,Goalanda,Rajbari,Dhaka,18942.75383,594.06171,0,3.1
uni_603602143,Badalpur,Ajmiriganj,Habiganj,Sylhet,33997.69619,1031.06286,0,3.0
uni_554906109,Andharijhar,Bhurungamari,Kurigram,Rangpur,23979.15408,671.4154,1,2.8
uni_559408109,Amjankhore,Baliadangi,Thakurgaon,Rangpur,21561.40357,575.6904,0,2.7
uni_557704109,Aloakhoa,Atowari,Panchagarh,Rangpur,23721.26294,592.00323,0,2.5
uni_408747220,Dhalbaria,Kaliganj,Satkhira,Khulna,25704.777504,438.99237,1,1.7
uni_609086342,Habibpur,Shalla,Sunamganj,Sylhet,44157.078411,576.6635,0,1.3
uni_308276513,Mizanpur,Rajbari Sadar,Rajbari,Dhaka,49503.045924,415.195731,0,0.8
uni_308229209,Daulatdia,Goalanda,Rajbari,Dhaka,48085.939747000004,282.273154,0,0.6
uni_107857186,Char Kajal,Galachipa,Patuakhali,Barishal,25721.4757947,90.482346,0,0.4
uni_507037676,Radhanagar,Gomastapur,Chapainababganj,Rajshahi,34877.9805555,87.71834,1,0.3
uni_100925418,Jahanpur,Charfasson,Bhola,Barishal,20702.6730253,10.892583,0,0.1
uni_457274529,Medni,Netrakona Sadar,Netrakona,Mymensingh,29375.52832,0.0,0,0.0
uni_457263060,Mohanganj Pourasabha (Municipality),Mohanganj,Netrakona,Mymensingh,9958.4336,0.0,0,0.0
uni_457263142,Bara Kashia Birampur,Mohanganj,Netrakona,Mymensingh,23697.86386,0.0,0,0.0
uni_457256743,Tiasree,Madan,Netrakona,Mymensingh,15489.75848,0.0,0,0.0
uni_457263151,Baratali Baniahari,Mohanganj,Netrakona,Mymensingh,21516.56615,0.0,0,0.0
uni_457256544,Nayekpur,Madan,Netrakona,Mymensingh,18640.16357,0.0,0,0.0
uni_457274713,Singher Bangla,Netrakona Sadar,Netrakona,Mymensingh,31305.87198,0.0,0,0.0
uni_457256518,Maghan,Madan,Netrakona,Mymensingh,15356.42817,0.0,0,0.0
uni_457274679,Rouha,Netrakona Sadar,Netrakona,Mymensingh,27926.85566,0.0,0,0.0
uni_457274176,Challisha,Netrakona Sadar,Netrakona,Mymensingh,36402.51844,0.0,0,0.0
uni_457274442,Kailati,Netrakona Sadar,Netrakona,Mymensingh,27034.27611,0.0,0,0.0
uni_457274109,Amtala,Netrakona Sadar,Netrakona,Mymensingh,25638.25447,0.0,0,0.0
uni_457263508,Maghan Shiadhar,Mohanganj,Netrakona,Mymensingh,23814.69839,0.0,0,0.0
uni_457274210,Dakkhin Bishiura,Netrakona Sadar,Netrakona,Mymensingh,19954.91758,0.0,0,0.0
uni_457274451,Kaliara Gabraganti,Netrakona Sadar,Netrakona,Mymensingh,31823.72065,0.0,0,0.0
uni_457274520,Mauganti,Netrakona Sadar,Netrakona,Mymensingh,24585.61808,0.0,0,0.0
uni_457274511,Madanpur,Netrakona Sadar,Netrakona,Mymensingh,20780.7844,0.0,0,0.0
uni_457263707,Samaj Sahildeo,Mohanganj,Netrakona,Mymensingh,24677.05457,0.0,0,0.0
uni_457263716,Suair,Mohanganj,Netrakona,Mymensingh,25376.09716,0.0,0,0.0
uni_457274477,Lakkhiganj,Netrakona Sadar,Netrakona,Mymensingh,19976.87792,0.0,0,0.0
uni_457256509,Madan,Madan,Netrakona,Mymensingh,22332.88194,0.0,0,0.0
uni_457263742,Tetulia,Mohanganj,Netrakona,Mymensingh,24560.84085,0.0,0,0.0
uni_457274080,Netrakona Pourasabha (Municipality),Netrakona Sadar,Netrakona,Mymensingh,96390.6848,0.0,0,0.0
uni_457263309,Gaglajur,Mohanganj,Netrakona,Mymensingh,28396.67638,0.0,0,0.0
uni_100409020,Amtali Pourasabha (Municipality),Amtali,Barguna,Barishal,17155.87136,0.0,0,0.0
uni_457256442,Kaitail,Madan,Netrakona,Mymensingh,27418.56124,0.0,0,0.0
uni_457238509,Mendipur,Khaliajuri,Netrakona,Mymensingh,27864.654837000002,0.0,0,0.0
uni_457240543,Nazirpur,Kalmakanda,Netrakona,Mymensingh,38093.37235,0.0,0,0.0
uni_457240476,Lengura,Kalmakanda,Netrakona,Mymensingh,26913.72593,0.0,0,0.0
uni_457240458,Kharnai,Kalmakanda,Netrakona,Mymensingh,32836.05924,0.0,0,0.0
uni_457240449,Kalmakanda,Kalmakanda,Netrakona,Mymensingh,49083.3483,0.0,0,0.0
uni_457240440,Kailati,Kalmakanda,Netrakona,Mymensingh,44921.3639,0.0,0,0.0
uni_457240142,Barakhapan,Kalmakanda,Netrakona,Mymensingh,27533.41492,0.0,0,0.0
uni_457238543,Nagar,Khaliajuri,Netrakona,Mymensingh,14184.005915,0.0,0,0.0
uni_457238450,Krishnapur,Khaliajuri,Netrakona,Mymensingh,11131.477139999999,0.0,0,0.0
uni_457256309,Gobindasree,Madan,Netrakona,Mymensingh,24904.633234,0.0,0,0.0
uni_457238441,Khaliajuri,Khaliajuri,Netrakona,Mymensingh,17584.64624,0.0,0,0.0
uni_457238308,Gazipur,Khaliajuri,Netrakona,Mymensingh,15352.381775,0.0,0,0.0
uni_457238175,Chakua,Khaliajuri,Netrakona,Mymensingh,30847.681758,0.0,0,0.0
uni_457218453,Kullagara,Durgapur,Netrakona,Mymensingh,27465.76965,0.0,0,0.0
uni_457218444,Kakairgara,Durgapur,Netrakona,Mymensingh,37065.38408,0.0,0,0.0
uni_457218311,Gaokandia,Durgapur,Netrakona,Mymensingh,33197.86075,0.0,0,0.0
uni_457218211,Durgapur,Durgapur,Netrakona,Mymensingh,30963.14255,0.0,0,0.0
uni_457240610,Pogla,Kalmakanda,Netrakona,Mymensingh,39593.64698,0.0,0,0.0
uni_457240677,Rangchhati,Kalmakanda,Netrakona,Mymensingh,35874.86801,0.0,0,0.0
uni_457247040,Kendua Pourasabha (Municipality),Kendua,Netrakona,Mymensingh,21992.3089,0.0,0,0.0
uni_457247109,Ashujia,Kendua,Netrakona,Mymensingh,21607.35313,0.0,0,0.0
uni_457256275,Fatepur,Madan,Netrakona,Mymensingh,23226.21829,0.0,0,0.0
uni_457256175,Changaon,Madan,Netrakona,Mymensingh,7724.2985,0.0,0,0.0
uni_457256050,Madan Pourasabha (Municipality),Madan,Netrakona,Mymensingh,13795.483180000001,0.0,0,0.0
uni_457247715,Sandikona,Kendua,Netrakona,Mymensingh,25508.19522,0.0,0,0.0
uni_457274747,Thakurakona,Netrakona Sadar,Netrakona,Mymensingh,33540.37796,0.0,0,0.0
uni_457247614,Paikura,Kendua,Netrakona,Mymensingh,21001.03378,0.0,0,0.0
uni_457247547,Naopara,Kendua,Netrakona,Mymensingh,20702.54485,0.0,0,0.0
uni_457247521,Mozafarpur,Kendua,Netrakona,Mymensingh,20914.02563,0.0,0,0.0
uni_457247512,Maska,Kendua,Netrakona,Mymensingh,24285.10304,0.0,0,0.0
uni_457247445,Kandiura,Kendua,Netrakona,Mymensingh,20741.70733,0.0,0,0.0
uni_457247320,Garadoba,Kendua,Netrakona,Mymensingh,19896.89716,0.0,0,0.0
uni_457247311,Ganda,Kendua,Netrakona,Mymensingh,18052.10604,0.0,0,0.0
uni_457247211,Dalpa,Kendua,Netrakona,Mymensingh,22445.52327,0.0,0,0.0
uni_457247177,Chirang,Kendua,Netrakona,Mymensingh,23596.44815,0.0,0,0.0
uni_457247143,Balaishimul,Kendua,Netrakona,Mymensingh,25458.86037,0.0,0,0.0
uni_457247681,Roailbari,Kendua,Netrakona,Mymensingh,23239.91154,0.0,0,0.0
uni_457283614,Purbadhala,Purbadhala,Netrakona,Mymensingh,28922.15714,0.0,0,0.0
uni_457283109,Agia,Purbadhala,Netrakona,Mymensingh,21049.33276,0.0,0,0.0
uni_458970612,Poragaon,Nalitabari,Sherpur,Mymensingh,21371.63794,0.0,0,0.0
uni_458988483,Lachhmanpur,Sherpur Sadar,Sherpur,Mymensingh,30708.9521,0.0,0,0.0
uni_458988457,Kamaria,Sherpur Sadar,Sherpur,Mymensingh,38511.14643,0.0,0,0.0
uni_458988448,Kamarerchar,Sherpur Sadar,Sherpur,Mymensingh,26691.21454,0.0,0,0.0
uni_458988315,Gazirkhamar,Sherpur Sadar,Sherpur,Mymensingh,15763.99355,0.0,0,0.0
uni_458988215,Dhala,Sherpur Sadar,Sherpur,Mymensingh,15413.91157,0.0,0,0.0
uni_458988197,Char Sherpur,Sherpur Sadar,Sherpur,Mymensingh,33938.50172,0.0,0,0.0
uni_458988188,Char Pakkhimari,Sherpur Sadar,Sherpur,Mymensingh,56608.00542,0.0,0,0.0
uni_458988179,Char Mocharia,Sherpur Sadar,Sherpur,Mymensingh,27314.87386,0.0,0,0.0
uni_458988169,Bhatshala,Sherpur Sadar,Sherpur,Mymensingh,31017.03976,0.0,0,0.0
uni_458988160,Betmari Ghughurakandi,Sherpur Sadar,Sherpur,Mymensingh,25699.454850000002,0.0,0,0.0
uni_458988151,Balairchar,Sherpur Sadar,Sherpur,Mymensingh,21526.49482,0.0,0,0.0
uni_458988142,Bajitkhila,Sherpur Sadar,Sherpur,Mymensingh,24604.59445,0.0,0,0.0
uni_458988066,Sherpur Pourasabha (Municipality),Sherpur Sadar,Sherpur,Mymensingh,130629.3416,0.0,0,0.0
uni_458970697,Rupnarayankura,Nalitabari,Sherpur,Mymensingh,13354.27964,0.0,0,0.0
uni_458970688,Ramchandrakura Mandaliapara,Nalitabari,Sherpur,Mymensingh,20790.97853,0.0,0,0.0
uni_458988616,Pakuria,Sherpur Sadar,Sherpur,Mymensingh,38246.62776,0.0,0,0.0
uni_458988683,Rouha,Sherpur Sadar,Sherpur,Mymensingh,11484.94773,0.0,0,0.0
uni_458990077,Sreebardi Pourasabha (Municipality),Sreebardi,Sherpur,Mymensingh,30816.12051,0.0,0,0.0
uni_458990745,Tantihati,Sreebardi,Sherpur,Mymensingh,26438.63187,0.0,0,0.0
uni_501006542,Nasratpur,Adamdighi,Bogura,Rajshahi,22317.72096,0.0,0,0.0
uni_501006442,Kundagram,Adamdighi,Bogura,Rajshahi,22827.14803,0.0,0,0.0
uni_501006185,Chhatiangram,Adamdighi,Bogura,Rajshahi,29660.34367,0.0,0,0.0
uni_501006176,Chanpapur,Adamdighi,Bogura,Rajshahi,23833.36936,0.0,0,0.0
uni_501006109,Adamdighi,Adamdighi,Bogura,Rajshahi,33148.40876,0.0,0,0.0
uni_501006050,Santahar Pourasabha (Municipality),Adamdighi,Bogura,Rajshahi,48951.358,0.0,0,0.0
uni_458990719,Sreebardi,Sreebardi,Sherpur,Mymensingh,19840.51914,0.0,0,0.0
uni_458990142,Bhelua,Sreebardi,Sherpur,Mymensingh,29715.11447,0.0,0,0.0
uni_458990676,Rani Shimul,Sreebardi,Sherpur,Mymensingh,40583.98839,0.0,0,0.0
uni_458990460,Kurikahania,Sreebardi,Sherpur,Mymensingh,20918.03047,0.0,0,0.0
uni_458990451,Kharia Kazirchar,Sreebardi,Sherpur,Mymensingh,26295.1606,0.0,0,0.0
uni_458990442,Kakilakura,Sreebardi,Sherpur,Mymensingh,26750.53922,0.0,0,0.0
uni_458990317,Gosaipur,Sreebardi,Sherpur,Mymensingh,23072.30681,0.0,0,0.0
uni_458990308,Garjaripa,Sreebardi,Sherpur,Mymensingh,18531.38968,0.0,0,0.0
uni_458970679,Rajnagar,Nalitabari,Sherpur,Mymensingh,18173.26977,0.0,0,0.0
uni_458970561,Nayabil,Nalitabari,Sherpur,Mymensingh,23717.72493,0.0,0,0.0
uni_457283143,Bairati,Purbadhala,Netrakona,Mymensingh,20000.68967,0.0,0,0.0
uni_458970552,Nanni,Nalitabari,Sherpur,Mymensingh,15037.86809,0.0,0,0.0
uni_458937510,Malijhikanda,Jhenaigati,Sherpur,Mymensingh,15700.63183,0.0,0,0.0
uni_458937443,Kangsha,Jhenaigati,Sherpur,Mymensingh,36892.54764,0.0,0,0.0
uni_458937409,Jhenaiganti,Jhenaigati,Sherpur,Mymensingh,24475.13706,0.0,0,0.0
uni_458937342,Hatibandha,Jhenaigati,Sherpur,Mymensingh,16811.09644,0.0,0,0.0
uni_458937308,Gouripur,Jhenaigati,Sherpur,Mymensingh,16003.95048,0.0,0,0.0
uni_458937208,Dhanshail,Jhenaigati,Sherpur,Mymensingh,23414.06691,0.0,0,0.0
uni_457218151,Birishiri,Durgapur,Netrakona,Mymensingh,18216.7592,0.0,0,0.0
uni_457283547,Narandia,Purbadhala,Netrakona,Mymensingh,23705.33102,0.0,0,0.0
uni_457283447,Khalishaur,Purbadhala,Netrakona,Mymensingh,25246.82716,0.0,0,0.0
uni_457283413,Jaria,Purbadhala,Netrakona,Mymensingh,39783.78443,0.0,0,0.0
uni_457283346,Hogla,Purbadhala,Netrakona,Mymensingh,30459.04019,0.0,0,0.0
uni_457283320,Gohalanda,Purbadhala,Netrakona,Mymensingh,43181.00282,0.0,0,0.0
uni_457283311,Ghagra,Purbadhala,Netrakona,Mymensingh,31166.23902,0.0,0,0.0
uni_457283211,Dhalamulgaon,Purbadhala,Netrakona,Mymensingh,28621.81656,0.0,0,0.0
uni_457283152,Bishkakuni,Purbadhala,Netrakona,Mymensingh,27100.7037,0.0,0,0.0
uni_458937544,Nalkura,Jhenaigati,Sherpur,Mymensingh,29581.49341,0.0,0,0.0
uni_458967022,Nakla Pourasabha (Municipality),Nakla,Sherpur,Mymensingh,30575.27889,0.0,0,0.0
uni_458967142,Baneshwardi,Nakla,Sherpur,Mymensingh,9244.02148,0.0,0,0.0
uni_458970033,Nalitabari Pourasabha (Municipality),Nalitabari,Sherpur,Mymensingh,33096.79843,0.0,0,0.0
uni_458970543,Nalitabari,Nalitabari,Sherpur,Mymensingh,13658.72981,0.0,0,0.0
uni_458970509,Marichpuran,Nalitabari,Sherpur,Mymensingh,16873.93768,0.0,0,0.0
uni_458970450,Kalaspar,Nalitabari,Sherpur,Mymensingh,27653.39895,0.0,0,0.0
uni_458970441,Kakarkandi,Nalitabari,Sherpur,Mymensingh,14125.44907,0.0,0,0.0
uni_458970407,Jogania,Nalitabari,Sherpur,Mymensingh,19355.77021,0.0,0,0.0
uni_458970142,Baghber,Nalitabari,Sherpur,Mymensingh,26374.13172,0.0,0,0.0
uni_458967777,Urpha,Nakla,Sherpur,Mymensingh,17616.5222,0.0,0,0.0
uni_458967176,Chandrakona,Nakla,Sherpur,Mymensingh,20259.25364,0.0,0,0.0
uni_458967743,Talki,Nakla,Sherpur,Mymensingh,15580.61518,0.0,0,0.0
uni_458967610,Pathakata,Nakla,Sherpur,Mymensingh,17326.96331,0.0,0,0.0
uni_458967543,Nakla,Nakla,Sherpur,Mymensingh,19593.14408,0.0,0,0.0
uni_458967319,Gourdwar,Nakla,Sherpur,Mymensingh,10030.75514,0.0,0,0.0
uni_458967310,Ganapaddi,Nakla,Sherpur,Mymensingh,20141.35836,0.0,0,0.0
uni_458967185,Char Ashtadhar,Nakla,Sherpur,Mymensingh,24967.87328,0.0,0,0.0
uni_457218177,Chandigarh,Durgapur,Netrakona,Mymensingh,34766.44248,0.0,0,0.0
uni_457204742,Teliganti,Atpara,Netrakona,Mymensingh,26433.35418,0.0,0,0.0
uni_457218142,Bakaljora,Durgapur,Netrakona,Mymensingh,25241.22321,0.0,0,0.0
uni_456131375,Ishwarganj,Ishwarganj,Mymensingh,Mymensingh,35829.3837,0.0,0,0.0
uni_456131109,Atharabari,Ishwarganj,Mymensingh,Mymensingh,36746.10448,0.0,0,0.0
uni_456131044,Ishwarganj Pourasabha (Municipality),Ishwarganj,Mymensingh,Mymensingh,29189.2307,0.0,0,0.0
uni_456124722,Swadeshi,Haluaghat,Mymensingh,Mymensingh,25552.00104,0.0,0,0.0
uni_456124713,Shakuai,Haluaghat,Mymensingh,Mymensingh,15526.91055,0.0,0,0.0
uni_456124547,Narail,Haluaghat,Mymensingh,Mymensingh,28846.94653,0.0,0,0.0
uni_456124447,Kaichapur,Haluaghat,Mymensingh,Mymensingh,21609.22548,0.0,0,0.0
uni_456124413,Jugli,Haluaghat,Mymensingh,Mymensingh,28573.7617,0.0,0,0.0
uni_456124346,Haluaghat,Haluaghat,Mymensingh,Mymensingh,39411.37111,0.0,0,0.0
uni_456124312,Gazirbhita,Haluaghat,Mymensingh,Mymensingh,26618.29722,0.0,0,0.0
uni_456124220,Dhurail,Haluaghat,Mymensingh,Mymensingh,23706.443470000002,0.0,0,0.0
uni_456124211,Dhara,Haluaghat,Mymensingh,Mymensingh,30585.29558,0.0,0,0.0
uni_456124152,Bildora,Haluaghat,Mymensingh,Mymensingh,19340.36156,0.0,0,0.0
uni_456124143,Bhubankura,Haluaghat,Mymensingh,Mymensingh,35476.60659,0.0,0,0.0
uni_456124109,Amtail,Haluaghat,Mymensingh,Mymensingh,26050.86413,0.0,0,0.0
uni_456124045,Haluaghat Pourasabha (Municipality),Haluaghat,Mymensingh,Mymensingh,25048.52812,0.0,0,0.0
uni_456131143,Barahit,Ishwarganj,Mymensingh,Mymensingh,28093.08229,0.0,0,0.0
uni_456131409,Jatia,Ishwarganj,Mymensingh,Mymensingh,26097.63416,0.0,0,0.0
uni_456152715,Sirta,Mymensingh Sadar,Mymensingh,Mymensingh,27434.94031,0.0,0,0.0
uni_456131509,Magtula,Ishwarganj,Mymensingh,Mymensingh,29615.4666,0.0,0,0.0
uni_456152457,Kushtia,Mymensingh Sadar,Mymensingh,Mymensingh,30985.97982,0.0,0,0.0
uni_456152448,Khagdahar,Mymensingh Sadar,Mymensingh,Mymensingh,28305.2181,0.0,0,0.0
uni_456152315,Ghagra,Mymensingh Sadar,Mymensingh,Mymensingh,49722.15226,0.0,0,0.0
uni_456152215,Dapunia,Mymensingh Sadar,Mymensingh,Mymensingh,34213.21305,0.0,0,0.0
uni_456152189,Char Nilakkhia,Mymensingh Sadar,Mymensingh,Mymensingh,50858.18874,0.0,0,0.0
uni_456152180,Char Ishwardia,Mymensingh Sadar,Mymensingh,Mymensingh,21556.43602,0.0,0,0.0
uni_456152162,Borarchar,Mymensingh Sadar,Mymensingh,Mymensingh,27780.52768,0.0,0,0.0
uni_456152153,Bhabakhali,Mymensingh Sadar,Mymensingh,Mymensingh,37806.03686,0.0,0,0.0
uni_456152118,Ashtadhar,Mymensingh Sadar,Mymensingh,Mymensingh,24333.85112,0.0,0,0.0
uni_456131779,Uchakhila,Ishwarganj,Mymensingh,Mymensingh,35163.575039999996,0.0,0,0.0
uni_456131745,Tarundia,Ishwarganj,Mymensingh,Mymensingh,34010.85952,0.0,0,0.0
uni_456131719,Sohagi,Ishwarganj,Mymensingh,Mymensingh,29893.17989,0.0,0,0.0
uni_456131710,Sarisha,Ishwarganj,Mymensingh,Mymensingh,27335.22786,0.0,0,0.0
uni_456131676,Rajibpur,Ishwarganj,Mymensingh,Mymensingh,39000.79751,0.0,0,0.0
uni_456131518,Maijbag,Ishwarganj,Mymensingh,Mymensingh,41250.81207,0.0,0,0.0
uni_456123720,Sidhla,Gouripur,Mymensingh,Mymensingh,24419.20105,0.0,0,0.0
uni_456123711,Sahanati,Gouripur,Mymensingh,Mymensingh,30418.62941,0.0,0,0.0
uni_456123677,Ramgopalpur,Gouripur,Mymensingh,Mymensingh,55081.82104,0.0,0,0.0
uni_456123519,Maoha,Gouripur,Mymensingh,Mymensingh,27343.604639999998,0.0,0,0.0
uni_456122310,Gafargaon,Gafargaon,Mymensingh,Mymensingh,29825.67997,0.0,0,0.0
uni_456122210,Datter Bazar,Gafargaon,Mymensingh,Mymensingh,34495.88158,0.0,0,0.0
uni_456122176,Char Algi,Gafargaon,Mymensingh,Mymensingh,45205.56098,0.0,0,0.0
uni_456122142,Barabaria,Gafargaon,Mymensingh,Mymensingh,18362.86912,0.0,0,0.0
uni_456122022,Gafargaon Pourasabha (Municipality),Gafargaon,Mymensingh,Mymensingh,27805.8808,0.0,0,0.0
uni_456120690,Rangamatia,Fulbaria,Mymensingh,Mymensingh,32444.6599,0.0,0,0.0
uni_456120681,Radhakanai,Fulbaria,Mymensingh,Mymensingh,43481.53088,0.0,0,0.0
uni_456120614,Putijana,Fulbaria,Mymensingh,Mymensingh,29646.19671,0.0,0,0.0
uni_456120547,Naogaon,Fulbaria,Mymensingh,Mymensingh,29553.59274,0.0,0,0.0
uni_456120455,Kushmail,Fulbaria,Mymensingh,Mymensingh,39985.63091,0.0,0,0.0
uni_456120446,Kaladaha,Fulbaria,Mymensingh,Mymensingh,26821.72351,0.0,0,0.0
uni_456120280,Fulbaria,Fulbaria,Mymensingh,Mymensingh,40621.24223,0.0,0,0.0
uni_456120246,Enayetpur,Fulbaria,Mymensingh,Mymensingh,45322.15101,0.0,0,0.0
uni_456120212,Deokhola,Fulbaria,Mymensingh,Mymensingh,16799.25118,0.0,0,0.0
uni_456120161,Bhabanipur,Fulbaria,Mymensingh,Mymensingh,32278.92523,0.0,0,0.0
uni_456122410,Jashara,Gafargaon,Mymensingh,Mymensingh,24822.09702,0.0,0,0.0
uni_456122477,Langair,Gafargaon,Mymensingh,Mymensingh,24462.00257,0.0,0,0.0
uni_456122479,Tangab,Gafargaon,Mymensingh,Mymensingh,34405.29138,0.0,0,0.0
uni_456123033,Gouripur Pourasabha (Municipality),Gouripur,Mymensingh,Mymensingh,33389.474799999996,0.0,0,0.0
uni_456123510,Mailakanda,Gouripur,Mymensingh,Mymensingh,36504.44704,0.0,0,0.0
uni_456123311,Gouripur,Gouripur,Mymensingh,Mymensingh,37275.08756,0.0,0,0.0
uni_456123211,Douhakhala,Gouripur,Mymensingh,Mymensingh,60642.4089,0.0,0,0.0
uni_456123152,Bokainagar,Gouripur,Mymensingh,Mymensingh,42137.65991,0.0,0,0.0
uni_456123143,Bhangnamari,Gouripur,Mymensingh,Mymensingh,40000.0168,0.0,0,0.0
uni_456123109,Achintyapur,Gouripur,Mymensingh,Mymensingh,35135.36764,0.0,0,0.0
uni_456122783,Usthi,Gafargaon,Mymensingh,Mymensingh,20735.09082,0.0,0,0.0
uni_456122511,Mashakhali,Gafargaon,Mymensingh,Mymensingh,30764.00803,0.0,0,0.0
uni_456122715,Saltia,Gafargaon,Mymensingh,Mymensingh,34149.43502,0.0,0,0.0
uni_456122689,Rasulpur,Gafargaon,Mymensingh,Mymensingh,20196.42517,0.0,0,0.0
uni_456122680,Raona,Gafargaon,Mymensingh,Mymensingh,28890.34014,0.0,0,0.0
uni_456122621,Panchbag,Gafargaon,Mymensingh,Mymensingh,40373.67799,0.0,0,0.0
uni_456122612,Paithal,Gafargaon,Mymensingh,Mymensingh,27949.28615,0.0,0,0.0
uni_456122545,Niguari,Gafargaon,Mymensingh,Mymensingh,36998.50507,0.0,0,0.0
uni_456152615,Paranganj,Mymensingh Sadar,Mymensingh,Mymensingh,31956.53519,0.0,0,0.0
uni_456165066,Muktagachha Pourasabha (Municipality),Muktagachha,Mymensingh,Mymensingh,59717.0244,0.0,0,0.0
uni_457218020,Durgapur Pourasabha (Municipality),Durgapur,Netrakona,Mymensingh,31869.49435,0.0,0,0.0
uni_456194521,Mokkhapur,Trishal,Mymensingh,Mymensingh,31056.25204,0.0,0,0.0
uni_456194453,Kanthal,Trishal,Mymensingh,Mymensingh,28027.8314,0.0,0,0.0
uni_456194444,Kanihari,Trishal,Mymensingh,Mymensingh,31286.68433,0.0,0,0.0
uni_456194344,Harirampur,Trishal,Mymensingh,Mymensingh,26969.81663,0.0,0,0.0
uni_456194211,Dhanikhola,Trishal,Mymensingh,Mymensingh,33631.6528,0.0,0,0.0
uni_456194152,Balipara,Trishal,Mymensingh,Mymensingh,40007.69373,0.0,0,0.0
uni_456194143,Bailar,Trishal,Mymensingh,Mymensingh,46507.02371,0.0,0,0.0
uni_456194109,Amirabari,Trishal,Mymensingh,Mymensingh,44643.66497,0.0,0,0.0
uni_456194088,Trishal Pourasabha (Municipality),Trishal,Mymensingh,Mymensingh,51434.5408,0.0,0,0.0
uni_456188745,Tarakanda,Tarakanda,Mymensingh,Mymensingh,43104.20893,0.0,0,0.0
uni_456188678,Rampur,Tarakanda,Mymensingh,Mymensingh,26608.05091,0.0,0,0.0
uni_456188462,Kamaria,Tarakanda,Mymensingh,Mymensingh,41023.21753,0.0,0,0.0
uni_456188453,Kamargaon,Tarakanda,Mymensingh,Mymensingh,22405.84035,0.0,0,0.0
uni_456188444,Kakni,Tarakanda,Mymensingh,Mymensingh,31377.52954,0.0,0,0.0
uni_456188311,Galagaon,Tarakanda,Mymensingh,Mymensingh,30182.30355,0.0,0,0.0
uni_456188211,Dhakua,Tarakanda,Mymensingh,Mymensingh,25785.91914,0.0,0,0.0
uni_456194512,Mathbari,Trishal,Mymensingh,Mymensingh,43967.37601,0.0,0,0.0
uni_456194679,Rampur,Trishal,Mymensingh,Mymensingh,26998.12147,0.0,0,0.0
uni_456165142,Banshati,Muktagachha,Mymensingh,Mymensingh,44069.6225,0.0,0,0.0
uni_456194713,Sakhua,Trishal,Mymensingh,Mymensingh,23036.89743,0.0,0,0.0
uni_457209717,Singdha,Barhatta,Netrakona,Mymensingh,25935.90161,0.0,0,0.0
uni_457209708,Sahata,Barhatta,Netrakona,Mymensingh,40687.68453,0.0,0,0.0
uni_457209674,Raypur,Barhatta,Netrakona,Mymensingh,29071.537940000002,0.0,0,0.0
uni_457209178,Chiram,Barhatta,Netrakona,Mymensingh,23512.60992,0.0,0,0.0
uni_457209152,Bausi,Barhatta,Netrakona,Mymensingh,26459.79936,0.0,0,0.0
uni_457209143,Barhatta,Barhatta,Netrakona,Mymensingh,33191.40264,0.0,0,0.0
uni_457209109,Asma,Barhatta,Netrakona,Mymensingh,24876.5552,0.0,0,0.0
