union_code,union_name,upazila_name,district_name,division_name,population,population_underserved,cells_no_road_connection,pct_underserved
uni_507037178,Choudala,Gomastapur,Chapainababganj,Rajshahi,36433.983290000004,0.0,0,0.0
uni_506991712,Sherkol,Singra,Natore,Rajshahi,31164.797218,0.0,0,0.0
uni_559408222,Duosuo,Baliadangi,Thakurgaon,Rangpur,26059.77036,0.0,0,0.0
uni_559482033,Pirganj Pourasabha (Municipality),Pirganj,Thakurgaon,Rangpur,27050.55865,0.0,0,0.0
uni_559451345,Haripur,Haripur,Thakurgaon,Rangpur,22571.5357,0.0,0,0.0
uni_559451311,Gedura,Haripur,Thakurgaon,Rangpur,27600.50506,0.0,0,0.0
uni_559451211,Dangipara,Haripur,Thakurgaon,Rangpur,23046.75945,0.0,0,0.0
uni_559451152,Bhaturia,Haripur,Thakurgaon,Rangpur,24614.23488,0.0,0,0.0
uni_559451143,Bakua,Haripur,Thakurgaon,Rangpur,25435.99161,0.0,0,0.0
uni_559451109,Amgaon,Haripur,Thakurgaon,Rangpur,28917.03645,0.0,0,0.0
uni_559408213,Dhantala,Baliadangi,Thakurgaon,Rangpur,27694.87303,0.0,0,0.0
uni_558558178,Bhangni,Mithapukur,Rangpur,Rangpur,30158.191319999998,0.0,0,0.0
uni_559408179,Charol,Baliadangi,Thakurgaon,Rangpur,27239.46202,0.0,0,0.0
uni_559408161,Bhanor,Baliadangi,Thakurgaon,Rangpur,26433.52422,0.0,0,0.0
uni_559408152,Barabari,Baliadangi,Thakurgaon,Rangpur,33713.99253,0.0,0,0.0
uni_559408143,Bara Palashbari,Baliadangi,Thakurgaon,Rangpur,24643.79464,0.0,0,0.0
uni_558592707,Sayar,Taraganj,Rangpur,Rangpur,27240.80064,0.0,0,0.0
uni_558592442,Kursha,Taraganj,Rangpur,Rangpur,38979.101109999996,0.0,0,0.0
uni_558592342,Hariarkuthi,Taraganj,Rangpur,Rangpur,27692.52681,0.0,0,0.0
uni_559482142,Bairchuna,Pirganj,Thakurgaon,Rangpur,24733.99142,0.0,0,0.0
uni_559482151,Bhomradaha,Pirganj,Thakurgaon,Rangpur,17546.497,0.0,0,0.0
uni_559482210,Daulatpur,Pirganj,Thakurgaon,Rangpur,22108.74858,0.0,0,0.0
uni_559482343,Hajipur,Pirganj,Thakurgaon,Rangpur,22744.73676,0.0,0,0.0
uni_559486677,Rator,Ranishankail,Thakurgaon,Rangpur,23918.11875,0.0,0,0.0
uni_559486552,Nekmarad,Ranishankail,Thakurgaon,Rangpur,37134.97207,0.0,0,0.0
uni_559486543,Nanduar,Ranishankail,Thakurgaon,Rangpur,27183.857210000002,0.0,0,0.0
uni_559486476,Lehemba,Ranishankail,Thakurgaon,Rangpur,29551.84851,0.0,0,0.0
uni_559486442,Kashipur,Ranishankail,Thakurgaon,Rangpur,19133.38088,0.0,0,0.0
uni_559486342,Hossaingaon,Ranishankail,Thakurgaon,Rangpur,25730.11582,0.0,0,0.0
uni_559486209,Dharmagar,Ranishankail,Thakurgaon,Rangpur,28550.98514,0.0,0,0.0
uni_559486142,Bachor,Ranishankail,Thakurgaon,Rangpur,26973.59485,0.0,0,0.0
uni_559486055,Ranishankail Pourasabha (Municipality),Ranishankail,Thakurgaon,Rangpur,16600.6789,0.0,0,0.0
uni_559482720,Syedpur,Pirganj,Thakurgaon,Rangpur,21323.06212,0.0,0,0.0
uni_559482711,Sengaon,Pirganj,Thakurgaon,Rangpur,18565.57404,0.0,0,0.0
uni_559482611,Pirganj,Pirganj,Thakurgaon,Rangpur,20122.98417,0.0,0,0.0
uni_559482453,Kosha Raniganj,Pirganj,Thakurgaon,Rangpur,20630.10386,0.0,0,0.0
uni_559482444,Khangaon,Pirganj,Thakurgaon,Rangpur,22710.02931,0.0,0,0.0
uni_559482410,Jabarhat,Pirganj,Thakurgaon,Rangpur,27301.94453,0.0,0,0.0
uni_558592242,Ekarchali,Taraganj,Rangpur,Rangpur,22653.41063,0.0,0,0.0
uni_558592109,Alampur,Taraganj,Rangpur,Rangpur,29883.39523,0.0,0,0.0
uni_558576750,Tukuria,Pirganj,Rangpur,Rangpur,21972.214500000002,0.0,0,0.0
uni_558573460,Kandi,Pirgachha,Rangpur,Rangpur,31998.8953,0.0,0,0.0
uni_558573442,Kaikuri,Pirgachha,Rangpur,Rangpur,37810.96445,0.0,0,0.0
uni_558573375,Itakumari,Pirgachha,Rangpur,Rangpur,26897.98669,0.0,0,0.0
uni_558573176,Chhaola,Pirgachha,Rangpur,Rangpur,41348.93671,0.0,0,0.0
uni_558573109,Annadanagar,Pirgachha,Rangpur,Rangpur,32854.58614,0.0,0,0.0
uni_558558686,Ranipukur,Mithapukur,Rangpur,Rangpur,27951.94097,0.0,0,0.0
uni_558558619,Payraband,Mithapukur,Rangpur,Rangpur,41542.00683,0.0,0,0.0
uni_558558535,Mirzapur,Mithapukur,Rangpur,Rangpur,34240.60823,0.0,0,0.0
uni_558558526,Milanpur,Mithapukur,Rangpur,Rangpur,21825.25549,0.0,0,0.0
uni_558558517,Mayenpur,Mithapukur,Rangpur,Rangpur,26475.80575,0.0,0,0.0
uni_558558483,Latibpur,Mithapukur,Rangpur,Rangpur,38974.61903,0.0,0,0.0
uni_558558457,Khoragachh,Mithapukur,Rangpur,Rangpur,29586.85322,0.0,0,0.0
uni_558558448,Kafrikhal,Mithapukur,Rangpur,Rangpur,37446.07301,0.0,0,0.0
uni_558558381,Imadpur,Mithapukur,Rangpur,Rangpur,45872.17917,0.0,0,0.0
uni_558558314,Gopalpur,Mithapukur,Rangpur,Rangpur,25982.22815,0.0,0,0.0
uni_558558214,Durgapur,Mithapukur,Rangpur,Rangpur,63587.966010000004,0.0,0,0.0
uni_558573451,Kalyani,Pirgachha,Rangpur,Rangpur,28253.8007,0.0,0,0.0
uni_558573610,Parul,Pirgachha,Rangpur,Rangpur,42056.2799,0.0,0,0.0
uni_558576716,Shanerhat,Pirganj,Rangpur,Rangpur,27478.12584,0.0,0,0.0
uni_558573619,Pirgachha,Pirgachha,Rangpur,Rangpur,57294.56128,0.0,0,0.0
uni_558576690,Ramnathpur,Pirganj,Rangpur,Rangpur,31187.33063,0.0,0,0.0
uni_558576681,Raipur,Pirganj,Rangpur,Rangpur,19202.54611,0.0,0,0.0
uni_558576622,Pirganj,Pirganj,Rangpur,Rangpur,20843.10472,0.0,0,0.0
uni_558576613,Panchgachhi,Pirganj,Rangpur,Rangpur,23852.31164,0.0,0,0.0
uni_558576521,Mithipur,Pirganj,Rangpur,Rangpur,32640.48434,0.0,0,0.0
uni_558576512,Madankhali,Pirganj,Rangpur,Rangpur,23036.67675,0.0,0,0.0
uni_558576453,Kumedpur,Pirganj,Rangpur,Rangpur,21513.18415,0.0,0,0.0
uni_558576444,Kabilpur,Pirganj,Rangpur,Rangpur,35873.40371,0.0,0,0.0
uni_558576187,Chatra,Pirganj,Rangpur,Rangpur,28525.15191,0.0,0,0.0
uni_558576178,Chaitrakol,Pirganj,Rangpur,Rangpur,22969.67052,0.0,0,0.0
uni_558576160,Bhendabari,Pirganj,Rangpur,Rangpur,19985.63948,0.0,0,0.0
uni_558576151,Bara Darga,Pirganj,Rangpur,Rangpur,27862.62415,0.0,0,0.0
uni_558576142,Bara Alampur,Pirganj,Rangpur,Rangpur,24981.1897,0.0,0,0.0
uni_558576066,Pirganj Pourasabha (Municipality),Pirganj,Rangpur,Rangpur,25536.9078,0.0,0,0.0
uni_558573744,Tambulpur,Pirgachha,Rangpur,Rangpur,36933.13454,0.0,0,0.0
uni_559494066,Thakurgaon Pourasabha (Municipality),Thakurgaon Sadar,Thakurgaon,Rangpur,101418.609,0.0,0,0.0
uni_559494109,Akcha,Thakurgaon Sadar,Thakurgaon,Rangpur,32387.705280000002,0.0,0,0.0
uni_559494118,Akhanagar,Thakurgaon Sadar,Thakurgaon,Rangpur,15079.42931,0.0,0,0.0
uni_603626719,Shankhala,Chunarughat,Habiganj,Sylhet,55046.93443,0.0,0,0.0
uni_603626676,Ranigaon,Chunarughat,Habiganj,Sylhet,33396.06861,0.0,0,0.0
uni_603626609,Paikpara,Chunarughat,Habiganj,Sylhet,38685.54875,0.0,0,0.0
uni_603626509,Mirashi,Chunarughat,Habiganj,Sylhet,32764.02344,0.0,0,0.0
uni_603626310,Gazipur,Chunarughat,Habiganj,Sylhet,44966.28288,0.0,0,0.0
uni_603626210,Deorgachh,Chunarughat,Habiganj,Sylhet,30243.4323,0.0,0,0.0
uni_603626176,Chunarughat,Chunarughat,Habiganj,Sylhet,17547.858930000002,0.0,0,0.0
uni_603626109,Ahmmadabad,Chunarughat,Habiganj,Sylhet,30105.5759,0.0,0,0.0
uni_603626016,Chunarughat Pourasabha (Municipality),Chunarughat,Habiganj,Sylhet,9741.965400000001,0.0,0,0.0
uni_603611791,Uttar Purba Baniachong,Baniachong,Habiganj,Sylhet,30141.14802,0.0,0,0.0
uni_603611782,Uttar Pashchim Baniachong,Baniachong,Habiganj,Sylhet,12606.75614,0.0,0,0.0
uni_603611723,Sujatpur,Baniachong,Habiganj,Sylhet,26276.38565,0.0,0,0.0
uni_603611714,Subidpur,Baniachong,Habiganj,Sylhet,35236.28117,0.0,0,0.0
uni_603611622,Pukhra,Baniachong,Habiganj,Sylhet,32410.71754,0.0,0,0.0
uni_603611613,Pailarkandi,Baniachong,Habiganj,Sylhet,15239.91988,0.0,0,0.0
uni_603611529,Muradpur,Baniachong,Habiganj,Sylhet,15869.6126,0.0,0,0.0
uni_603626710,Satiajuri,Chunarughat,Habiganj,Sylhet,16254.16706,0.0,0,0.0
uni_603626778,Ubahata,Chunarughat,Habiganj,Sylhet,29363.88018,0.0,0,0.0
uni_603611511,Makrampur,Baniachong,Habiganj,Sylhet,30283.88917,0.0,0,0.0
uni_603644020,Habiganj Pourasabha (Municipality),Habiganj Sadar,Habiganj,Sylhet,54650.9861,0.0,0,0.0
uni_603671040,Madhabpur Pourasabha (Municipality),Madhabpur,Habiganj,Sylhet,22740.5386,0.0,0,0.0
uni_603668518,Muriauk,Lakhai,Habiganj,Sylhet,20109.54359,0.0,0,0.0
uni_603668509,Murakari,Lakhai,Habiganj,Sylhet,20741.88215,0.0,0,0.0
uni_603668475,Lakhai,Lakhai,Habiganj,Sylhet,27174.354698,0.0,0,0.0
uni_603668441,Karab,Lakhai,Habiganj,Sylhet,29709.83547,0.0,0,0.0
uni_603668151,Bulla,Lakhai,Habiganj,Sylhet,36433.39849,0.0,0,0.0
uni_603668142,Bamai,Lakhai,Habiganj,Sylhet,38505.91983,0.0,0,0.0
uni_603644745,Tegharia,Habiganj Sadar,Habiganj,Sylhet,29825.52704,0.0,0,0.0
uni_603644685,Richi,Habiganj Sadar,Habiganj,Sylhet,41147.52879,0.0,0,0.0
uni_603644676,Raziura,Habiganj Sadar,Habiganj,Sylhet,28561.45782,0.0,0,0.0
uni_603644609,Pail,Habiganj Sadar,Habiganj,Sylhet,26318.04217,0.0,0,0.0
uni_603644541,Nizampur,Habiganj Sadar,Habiganj,Sylhet,21160.69753,0.0,0,0.0
uni_603644482,Lukra,Habiganj Sadar,Habiganj,Sylhet,35787.70763,0.0,0,0.0
uni_603644473,Laskarpur,Habiganj Sadar,Habiganj,Sylhet,19915.85384,0.0,0,0.0
uni_603644307,Gopaya,Habiganj Sadar,Habiganj,Sylhet,28407.11174,0.0,0,0.0
uni_603611520,Mandari,Baniachong,Habiganj,Sylhet,26219.84489,0.0,0,0.0
uni_603611452,Khagaura,Baniachong,Habiganj,Sylhet,27291.4932,0.0,0,0.0
uni_559494127,Auliapur,Thakurgaon Sadar,Thakurgaon,Rangpur,28293.67862,0.0,0,0.0
uni_559494722,Salandar,Thakurgaon Sadar,Thakurgaon,Rangpur,37384.38161,0.0,0,0.0
uni_559494711,Ruhia,Thakurgaon Sadar,Thakurgaon,Rangpur,20595.17951,0.0,0,0.0
uni_559494702,Raypur,Thakurgaon Sadar,Thakurgaon,Rangpur,26820.62311,0.0,0,0.0
uni_559494693,Rajagaon,Thakurgaon Sadar,Thakurgaon,Rangpur,17750.644659999998,0.0,0,0.0
uni_559494684,Rahimanpur,Thakurgaon Sadar,Thakurgaon,Rangpur,41489.00093,0.0,0,0.0
uni_559494551,Nargun,Thakurgaon Sadar,Thakurgaon,Rangpur,27029.9233,0.0,0,0.0
uni_559494517,Mohammadpur,Thakurgaon Sadar,Thakurgaon,Rangpur,26236.670290000002,0.0,0,0.0
uni_559494425,Jamalpur,Thakurgaon Sadar,Thakurgaon,Rangpur,28044.40528,0.0,0,0.0
uni_559494416,Jagannathpur,Thakurgaon Sadar,Thakurgaon,Rangpur,42647.57281,0.0,0,0.0
uni_559494316,Gareya,Thakurgaon Sadar,Thakurgaon,Rangpur,28853.60942,0.0,0,0.0
uni_559494224,Dholarhat,Thakurgaon Sadar,Thakurgaon,Rangpur,19650.09306,0.0,0,0.0
uni_559494215,Debipur,Thakurgaon Sadar,Thakurgaon,Rangpur,31683.27004,0.0,0,0.0
uni_559494181,Chilarang,Thakurgaon Sadar,Thakurgaon,Rangpur,24697.18666,0.0,0,0.0
uni_559494163,Begunbari,Thakurgaon Sadar,Thakurgaon,Rangpur,22503.04755,0.0,0,0.0
uni_559494154,Baragaon,Thakurgaon Sadar,Thakurgaon,Rangpur,12452.59161,0.0,0,0.0
uni_559494145,Balia,Thakurgaon Sadar,Thakurgaon,Rangpur,27628.31758,0.0,0,0.0
uni_559494720,Ruhia Pashchim,Thakurgaon Sadar,Thakurgaon,Rangpur,20316.9535,0.0,0,0.0
uni_559494727,Senua,Thakurgaon Sadar,Thakurgaon,Rangpur,10281.34022,0.0,0,0.0
uni_603611443,Kagapasha,Baniachong,Habiganj,Sylhet,50656.02011,0.0,0,0.0
uni_559494731,Shukhan Pukhri,Thakurgaon Sadar,Thakurgaon,Rangpur,23623.12335,0.0,0,0.0
uni_603611218,Dakkhin Purba Baniachong,Baniachong,Habiganj,Sylhet,24398.20297,0.0,0,0.0
uni_603611209,Dakkhin Pashchim Baniachong,Baniachong,Habiganj,Sylhet,24719.11098,0.0,0,0.0
uni_603611142,Baraiuri,Baniachong,Habiganj,Sylhet,25023.2125,0.0,0,0.0
uni_603605717,Snanghat,Bahubal,Habiganj,Sylhet,33230.39536,0.0,0,0.0
uni_603605708,Satkapan,Bahubal,Habiganj,Sylhet,37102.79244,0.0,0,0.0
uni_603605608,Putijuri,Bahubal,Habiganj,Sylhet,35061.38162,0.0,0,0.0
uni_603605508,Mirpur,Bahubal,Habiganj,Sylhet,27159.18361,0.0,0,0.0
uni_603605474,Lamatasi,Bahubal,Habiganj,Sylhet,23111.80114,0.0,0,0.0
uni_603605151,Bhadeshwar,Bahubal,Habiganj,Sylhet,59107.31727,0.0,0,0.0
uni_603605142,Bahubal,Bahubal,Habiganj,Sylhet,28086.90103,0.0,0,0.0
uni_603602707,Shibpasha,Ajmiriganj,Habiganj,Sylhet,27775.47662,0.0,0,0.0
uni_603602442,Kakailchheo,Ajmiriganj,Habiganj,Sylhet,20358.8538,0.0,0,0.0
uni_603602408,Jalsukha,Ajmiriganj,Habiganj,Sylhet,15777.40307,0.0,0,0.0
uni_603602109,Ajmiriganj,Ajmiriganj,Habiganj,Sylhet,7246.9626,0.0,0,0.0
uni_603602012,Ajmiriganj Pourasabha (Municipality),Ajmiriganj,Habiganj,Sylhet,9505.75258,0.0,0,0.0
uni_558558180,Chengmari,Mithapukur,Rangpur,Rangpur,33398.94803,0.0,0,0.0
uni_558558169,Barabala,Mithapukur,Rangpur,Rangpur,24360.11119,0.0,0,0.0
uni_506991721,Sukash,Singra,Natore,Rajshahi,36432.3695,0.0,0,0.0
uni_557345678,Ranachandi,Kishoreganj,Nilphamari,Rangpur,26326.2773,0.0,0,0.0
uni_557364444,Kachukata,Nilphamari Sadar,Nilphamari,Rangpur,24294.68385,0.0,0,0.0
uni_557364377,Itakhola,Nilphamari Sadar,Nilphamari,Rangpur,31962.15984,0.0,0,0.0
uni_557364310,Gorgram,Nilphamari Sadar,Nilphamari,Rangpur,31186.9285,0.0,0,0.0
uni_557364193,Charaikhola,Nilphamari Sadar,Nilphamari,Rangpur,26626.83823,0.0,0,0.0
uni_557364184,Chapra Saramjani,Nilphamari Sadar,Nilphamari,Rangpur,25167.23848,0.0,0,0.0
uni_557364175,Chaora Baragachha,Nilphamari Sadar,Nilphamari,Rangpur,29844.72851,0.0,0,0.0
uni_557364050,Nilphamari Pourasabha (Municipality),Nilphamari Sadar,Nilphamari,Rangpur,89017.0319,0.0,0,0.0
uni_557345611,Putimari,Kishoreganj,Nilphamari,Rangpur,25461.79644,0.0,0,0.0
uni_558558160,Bara Hazratpur,Mithapukur,Rangpur,Rangpur,36536.29547,0.0,0,0.0
uni_557345544,Nitai,Kishoreganj,Nilphamari,Rangpur,22476.22572,0.0,0,0.0
uni_557345510,Magura,Kishoreganj,Nilphamari,Rangpur,29662.12233,0.0,0,0.0
uni_557345443,Kishoreganj,Kishoreganj,Nilphamari,Rangpur,29659.57052,0.0,0,0.0
uni_557345310,Garagram,Kishoreganj,Nilphamari,Rangpur,28747.1097,0.0,0,0.0
uni_557345177,Chandkhana,Kishoreganj,Nilphamari,Rangpur,31017.67887,0.0,0,0.0
uni_557345151,Barabhita,Kishoreganj,Nilphamari,Rangpur,27370.22335,0.0,0,0.0
uni_557345142,Bahagili,Kishoreganj,Nilphamari,Rangpur,27071.84026,0.0,0,0.0
uni_557364453,Khokshabari,Nilphamari Sadar,Nilphamari,Rangpur,27041.54478,0.0,0,0.0
uni_557364462,Kundapukur,Nilphamari Sadar,Nilphamari,Rangpur,33512.64602,0.0,0,0.0
uni_557364480,Lakkhichap,Nilphamari Sadar,Nilphamari,Rangpur,24843.11928,0.0,0,0.0
uni_557364613,Palashbari,Nilphamari Sadar,Nilphamari,Rangpur,25780.98204,0.0,0,0.0
uni_557704508,Mirzapur,Atowari,Panchagarh,Rangpur,23428.05258,0.0,0,0.0
uni_557704210,Dhamor,Atowari,Panchagarh,Rangpur,19806.27142,0.0,0,0.0
uni_557704143,Balarampur,Atowari,Panchagarh,Rangpur,24536.37175,0.0,0,0.0
uni_557385998,Saidpur Cantonment,Saidpur,Nilphamari,Rangpur,5618.922,0.0,0,0.0
uni_557385459,Kashiram Belpukur,Saidpur,Nilphamari,Rangpur,28488.05369,0.0,0,0.0
uni_557385450,Khata Madhupur,Saidpur,Nilphamari,Rangpur,24284.75251,0.0,0,0.0
uni_557385441,Kamarpukur,Saidpur,Nilphamari,Rangpur,38870.5165,0.0,0,0.0
uni_557385151,Botlagari,Saidpur,Nilphamari,Rangpur,26146.881690000002,0.0,0,0.0
uni_557385142,Bangalipur,Saidpur,Nilphamari,Rangpur,21988.57833,0.0,0,0.0
uni_557385075,Saidpur Pourasabha (Municipality),Saidpur,Nilphamari,Rangpur,143798.3105,0.0,0,0.0
uni_557364750,Tupamari,Nilphamari Sadar,Nilphamari,Rangpur,29347.85886,0.0,0,0.0
uni_557364724,Sonaray,Nilphamari Sadar,Nilphamari,Rangpur,29778.45881,0.0,0,0.0
uni_557364715,Sangalshi,Nilphamari Sadar,Nilphamari,Rangpur,29464.962,0.0,0,0.0
uni_557364681,Ramnagar,Nilphamari Sadar,Nilphamari,Rangpur,22863.42456,0.0,0,0.0
uni_557364622,Panchapukur,Nilphamari Sadar,Nilphamari,Rangpur,19511.83912,0.0,0,0.0
uni_557336721,Shoulmari,Jaldhaka,Nilphamari,Rangpur,27810.6295,0.0,0,0.0
uni_557336712,Shimulbari,Jaldhaka,Nilphamari,Rangpur,25970.80563,0.0,0,0.0
uni_557336513,Mirganj,Jaldhaka,Nilphamari,Rangpur,22814.2272,0.0,0,0.0
uni_557315142,Bamunia,Domar,Nilphamari,Rangpur,14691.36674,0.0,0,0.0
uni_557312745,Tepa Kharibari,Dimla,Nilphamari,Rangpur,24586.20802,0.0,0,0.0
uni_557312620,Purba Chhatnai,Dimla,Nilphamari,Rangpur,17917.41919,0.0,0,0.0
uni_557312611,Pashchim Chhatnai,Dimla,Nilphamari,Rangpur,26018.4744,0.0,0,0.0
uni_557312544,Nautara,Dimla,Nilphamari,Rangpur,34516.01791,0.0,0,0.0
uni_557312452,Khalisha Chapani,Dimla,Nilphamari,Rangpur,44730.36845,0.0,0,0.0
uni_557312443,Khaga Kharibari,Dimla,Nilphamari,Rangpur,20732.06976,0.0,0,0.0
uni_557312409,Jhunagachh Chapani,Dimla,Nilphamari,Rangpur,44259.50465,0.0,0,0.0
uni_557312309,Gayabari,Dimla,Nilphamari,Rangpur,23082.99946,0.0,0,0.0
uni_557312209,Dimla,Dimla,Nilphamari,Rangpur,52039.60285,0.0,0,0.0
uni_557312142,Balapara,Dimla,Nilphamari,Rangpur,37201.47011,0.0,0,0.0
uni_555270710,Sreerampur,Patgram,Lalmonirhat,Rangpur,24788.14973,0.0,0,0.0
uni_555270610,Patgram,Patgram,Lalmonirhat,Rangpur,19752.53433,0.0,0,0.0
uni_555270444,Kuchlibari,Patgram,Lalmonirhat,Rangpur,8314.74181,0.0,0,0.0
uni_555270418,Jongra,Patgram,Lalmonirhat,Rangpur,23881.66568,0.0,0,0.0
uni_555270409,Jagatber,Patgram,Lalmonirhat,Rangpur,27979.475010000002,0.0,0,0.0
uni_557315025,Domar Pourasabha (Municipality),Domar,Nilphamari,Rangpur,23037.212160000003,0.0,0,0.0
uni_557315151,Bhogdabari,Domar,Nilphamari,Rangpur,43455.65677,0.0,0,0.0
uni_557336462,Khutamara,Jaldhaka,Nilphamari,Rangpur,34953.20624,0.0,0,0.0
uni_557315160,Boragari,Domar,Nilphamari,Rangpur,32741.27478,0.0,0,0.0
uni_557336453,Kanthali,Jaldhaka,Nilphamari,Rangpur,26232.04051,0.0,0,0.0
uni_557336444,Kaimari,Jaldhaka,Nilphamari,Rangpur,43017.72455,0.0,0,0.0
uni_557336319,Golna,Jaldhaka,Nilphamari,Rangpur,34447.70042,0.0,0,0.0
uni_557336310,Golmunda,Jaldhaka,Nilphamari,Rangpur,24495.50354,0.0,0,0.0
uni_557336218,Dharmapal,Jaldhaka,Nilphamari,Rangpur,23808.00664,0.0,0,0.0
uni_557336209,Dauabari,Jaldhaka,Nilphamari,Rangpur,14976.26951,0.0,0,0.0
uni_557336142,Balagram,Jaldhaka,Nilphamari,Rangpur,32683.162360000002,0.0,0,0.0
uni_557336037,Jaldhaka Pourasabha (Municipality),Jaldhaka,Nilphamari,Rangpur,59556.64836,0.0,0,0.0
uni_557315712,Sonaray,Domar,Nilphamari,Rangpur,26559.47106,0.0,0,0.0
uni_557315612,Panga Matukpur,Domar,Nilphamari,Rangpur,21565.26864,0.0,0,0.0
uni_557315446,Ketkibari,Domar,Nilphamari,Rangpur,23248.25992,0.0,0,0.0
uni_557315412,Jorabari,Domar,Nilphamari,Rangpur,21610.98232,0.0,0,0.0
uni_557315345,Harinchara,Domar,Nilphamari,Rangpur,17904.12557,0.0,0,0.0
uni_557315311,Gomnati,Domar,Nilphamari,Rangpur,22463.82005,0.0,0,0.0
uni_557315211,Domar,Domar,Nilphamari,Rangpur,7343.09725,0.0,0,0.0
uni_557704674,Radhanagar,Atowari,Panchagarh,Rangpur,29897.19126,0.0,0,0.0
uni_557704741,Taria,Atowari,Panchagarh,Rangpur,22817.0922,0.0,0,0.0
uni_557725020,Boda Pourasabha (Municipality),Boda,Panchagarh,Rangpur,23418.56278,0.0,0,0.0
uni_558527444,Kolkonda,Gangachara,Rangpur,Rangpur,43256.7479,0.0,0,0.0
uni_558527310,Gajaghanta,Gangachara,Rangpur,Rangpur,40162.59227,0.0,0,0.0
uni_558527152,Betgari,Gangachara,Rangpur,Rangpur,39517.0364,0.0,0,0.0
uni_558527143,Barabil,Gangachara,Rangpur,Rangpur,50931.92076,0.0,0,0.0
uni_558527109,Alam Biditar,Gangachara,Rangpur,Rangpur,34067.28662,0.0,0,0.0
uni_558503687,Ramnathpur,Badarganj,Rangpur,Rangpur,35109.55463,0.0,0,0.0
uni_558503678,Radhanagar,Badarganj,Rangpur,Rangpur,20738.37813,0.0,0,0.0
uni_558503512,Madhupur,Badarganj,Rangpur,Rangpur,34546.19815,0.0,0,0.0
uni_558503478,Lohanipara,Badarganj,Rangpur,Rangpur,31686.36604,0.0,0,0.0
uni_558503452,Kutubpur,Badarganj,Rangpur,Rangpur,26063.82005,0.0,0,0.0
uni_558503443,Kalupara,Badarganj,Rangpur,Rangpur,26478.975010000002,0.0,0,0.0
uni_558503318,Gopinathpur,Badarganj,Rangpur,Rangpur,25737.70148,0.0,0,0.0
uni_558503309,Gopalpur,Badarganj,Rangpur,Rangpur,20350.60983,0.0,0,0.0
uni_558503209,Damodarpur,Badarganj,Rangpur,Rangpur,32045.41939,0.0,0,0.0
uni_558503142,Bishnupur,Badarganj,Rangpur,Rangpur,32126.10954,0.0,0,0.0
uni_558503013,Badarganj Pourasabha (Municipality),Badarganj,Rangpur,Rangpur,30443.7076,0.0,0,0.0
uni_558527319,Gangachara,Gangachara,Rangpur,Rangpur,44903.22581,0.0,0,0.0
uni_558527478,Lakkhitari,Gangachara,Rangpur,Rangpur,40040.42385,0.0,0,0.0
uni_557790741,Tentulia,Tentulia,Panchagarh,Rangpur,16988.72942,0.0,0,0.0
uni_558527512,Marneya,Gangachara,Rangpur,Rangpur,35386.8603,0.0,0,0.0
uni_558558151,Balua Masimpur,Mithapukur,Rangpur,Rangpur,29284.23471,0.0,0,0.0
uni_558558142,Balarhat,Mithapukur,Rangpur,Rangpur,23344.09899,0.0,0,0.0
uni_558549708,Sadya Pushkarini,Rangpur Sadar,Rangpur,Rangpur,32443.42733,0.0,0,0.0
uni_558549508,Maminpur,Rangpur Sadar,Rangpur,Rangpur,25038.51813,0.0,0,0.0
uni_558549441,Khaleya,Rangpur Sadar,Rangpur,Rangpur,52920.33814,0.0,0,0.0
uni_558549341,Haridebpur,Rangpur Sadar,Rangpur,Rangpur,38063.50743,0.0,0,0.0
uni_558549175,Chandanpat,Rangpur Sadar,Rangpur,Rangpur,31070.48759,0.0,0,0.0
uni_558542741,Tepa Madhupur,Kaunia,Rangpur,Rangpur,42260.6299,0.0,0,0.0
uni_558542715,Shahidbag,Kaunia,Rangpur,Rangpur,17515.8762,0.0,0,0.0
uni_558542706,Sarai,Kaunia,Rangpur,Rangpur,27245.4984,0.0,0,0.0
uni_558542449,Kursha,Kaunia,Rangpur,Rangpur,47797.95881,0.0,0,0.0
uni_558542440,Kaunia Balapara,Kaunia,Rangpur,Rangpur,41154.69649,0.0,0,0.0
uni_558542340,Haragachh,Kaunia,Rangpur,Rangpur,21066.1805,0.0,0,0.0
uni_558542025,Haragachh (Kaunia) Pourasabha (Municipality),Kaunia,Rangpur,Rangpur,51920.7451,0.0,0,0.0
uni_558527546,Nohali,Gangachara,Rangpur,Rangpur,31254.16859,0.0,0,0.0
uni_557790750,Tirnaihat,Tentulia,Panchagarh,Rangpur,14985.95336,0.0,0,0.0
uni_557790707,Shalbahan,Tentulia,Panchagarh,Rangpur,17059.67795,0.0,0,0.0
uni_557725142,Barashashi,Boda,Panchagarh,Rangpur,32266.66622,0.0,0,0.0
uni_557734709,Shaldanga,Debiganj,Panchagarh,Rangpur,22752.39049,0.0,0,0.0
uni_557734228,Debiganj,Debiganj,Panchagarh,Rangpur,14539.35779,0.0,0,0.0
uni_557734219,Debidoba,Debiganj,Panchagarh,Rangpur,31594.75258,0.0,0,0.0
uni_557734210,Dandapal,Debiganj,Panchagarh,Rangpur,18698.9219,0.0,0,0.0
uni_557734184,Chilahati,Debiganj,Panchagarh,Rangpur,27555.24472,0.0,0,0.0
uni_557734175,Chengti Hazradanga,Debiganj,Panchagarh,Rangpur,20234.74106,0.0,0,0.0
